,loss,accuracy,val_loss,val_accuracy,lr
0,7.407444477081299,0.47155556082725525,0.9749462008476257,0.5226666927337646,0.0010000000474974513
1,0.9032494425773621,0.5640000104904175,0.9124934673309326,0.5440000295639038,0.0010000000474974513
2,0.8240084648132324,0.5893333554267883,0.880422830581665,0.562666654586792,0.0010000000474974513
3,0.772189199924469,0.6297777891159058,0.8812021613121033,0.5786666870117188,0.0010000000474974513
4,0.7100908160209656,0.6591110825538635,0.8850721716880798,0.5720000267028809,0.00010000000474974513
5,0.6559380292892456,0.683555543422699,0.8828973174095154,0.5613333582878113,0.00010000000474974513
6,0.64812833070755,0.6808888912200928,0.884047269821167,0.5573333501815796,0.00010000000474974513
7,0.6320644021034241,0.6964444518089294,0.8850442171096802,0.5586666464805603,1.0000000656873453e-05
8,0.6192508935928345,0.699999988079071,0.8856387734413147,0.5600000023841858,1.0000000656873453e-05
9,0.6210122108459473,0.6986666917800903,0.8864882588386536,0.5586666464805603,1.0000000656873453e-05
10,0.6196489334106445,0.6946666836738586,0.8866283297538757,0.5600000023841858,1.0000001111620804e-06
11,0.612743616104126,0.7026666402816772,0.886631429195404,0.5586666464805603,1.0000001111620804e-06
12,0.615487277507782,0.7026666402816772,0.8870351314544678,0.5586666464805603,1.0000001111620804e-06
13,0.6087876558303833,0.7008888721466064,0.8870188593864441,0.5586666464805603,1.000000082740371e-07
14,0.6193628311157227,0.711555540561676,0.8870373368263245,0.5586666464805603,1.000000082740371e-07
15,0.6202694773674011,0.7057777643203735,0.8869903087615967,0.5586666464805603,1.000000082740371e-07
16,0.6050888895988464,0.7195555567741394,0.8869879841804504,0.5586666464805603,1.000000082740371e-08
17,0.6079206466674805,0.6991111040115356,0.88698810338974,0.5586666464805603,1.000000082740371e-08
18,0.6125696897506714,0.6991111040115356,0.8869895935058594,0.5586666464805603,1.000000082740371e-08
19,0.6198251843452454,0.7048888802528381,0.8869894742965698,0.5586666464805603,1.000000082740371e-09
20,0.6040014028549194,0.7155555486679077,0.8869894742965698,0.5586666464805603,1.000000082740371e-09
21,0.614769458770752,0.707111120223999,0.8869894742965698,0.5586666464805603,1.000000082740371e-09
22,0.6130608916282654,0.707111120223999,0.8869894742965698,0.5586666464805603,1.000000082740371e-10
23,0.6119995713233948,0.6977777481079102,0.8869894742965698,0.5586666464805603,1.000000082740371e-10
24,0.6103766560554504,0.695111095905304,0.8869894742965698,0.5586666464805603,1.000000082740371e-10
25,0.5961101055145264,0.7066666483879089,0.8869894742965698,0.5586666464805603,1.000000082740371e-11
26,0.6057104468345642,0.7160000205039978,0.8869894742965698,0.5586666464805603,1.000000082740371e-11
27,0.6029220819473267,0.7177777886390686,0.8869894742965698,0.5586666464805603,1.000000082740371e-11
28,0.6123228669166565,0.6928889155387878,0.8869894742965698,0.5586666464805603,1.0000001044244144e-12
29,0.6143098473548889,0.6964444518089294,0.8869894742965698,0.5586666464805603,1.0000001044244144e-12
30,0.6004713773727417,0.7088888883590698,0.8869894742965698,0.5586666464805603,1.0000001044244144e-12
31,0.6081974506378174,0.7004444599151611,0.8869894742965698,0.5586666464805603,1.0000001179769416e-13
32,0.610887348651886,0.7053333520889282,0.8869894742965698,0.5586666464805603,1.0000001179769416e-13
33,0.6136680245399475,0.7137777805328369,0.8869894742965698,0.5586666464805603,1.0000001179769416e-13
34,0.614251971244812,0.7120000123977661,0.8869894742965698,0.5586666464805603,1.0000001518582595e-14
35,0.6097559332847595,0.7133333086967468,0.8869894742965698,0.5586666464805603,1.0000001518582595e-14
36,0.6088352203369141,0.7048888802528381,0.8869894742965698,0.5586666464805603,1.0000001518582595e-14
37,0.6103315949440002,0.7022222280502319,0.8869894742965698,0.5586666464805603,1.0000001095066121e-15
38,0.6036199331283569,0.7120000123977661,0.8869894742965698,0.5586666464805603,1.0000001095066121e-15
39,0.5949106216430664,0.7213333249092102,0.8869894742965698,0.5586666464805603,1.0000001095066121e-15
40,0.6132827401161194,0.6937777996063232,0.8869894742965698,0.5586666464805603,1.0000000830368325e-16
41,0.6065589189529419,0.7013333439826965,0.8869894742965698,0.5586666464805603,1.0000000830368325e-16
42,0.6165260076522827,0.7057777643203735,0.8869894742965698,0.5586666464805603,1.0000000830368325e-16
43,0.6062937378883362,0.7031111121177673,0.8869894742965698,0.5586666464805603,1.0000000664932203e-17
44,0.6031425595283508,0.707111120223999,0.8869894742965698,0.5586666464805603,1.0000000664932203e-17
45,0.6125766038894653,0.7080000042915344,0.8869894742965698,0.5586666464805603,1.0000000664932203e-17
46,0.6252037882804871,0.699999988079071,0.8869894742965698,0.5586666464805603,1.000000045813705e-18
47,0.591652512550354,0.7168889045715332,0.8869894742965698,0.5586666464805603,1.000000045813705e-18
48,0.6021877527236938,0.7093333601951599,0.8869894742965698,0.5586666464805603,1.000000045813705e-18
49,0.6082519888877869,0.6937777996063232,0.8869894742965698,0.5586666464805603,1.0000000328890079e-19
